pair,pivot_type,htf_first_candle_time,htf_second_candle_time,htf_gap_low,htf_gap_high,htf_gap_width,htf_wick_diff_low,htf_wick_diff_high,ltf,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_htf_gap,htf_first_touch_time,pending_until_htf_touch,inside_or_outside
CHFJPY,long,2024-01-29 00:00,2024-02-12 00:00,169.282,170.656,1.3739999999999952,169.282,169.424,D1,2024-02-13 00:00,2024-02-14 00:00,169.424,169.462,0.03799999999998249,0.02765647743812418,2024-02-26 00:00,False,OUTSIDE
CHFJPY,long,2024-01-29 00:00,2024-02-12 00:00,169.282,170.656,1.3739999999999952,169.282,169.424,D1,2024-02-20 00:00,2024-02-21 00:00,170.006,170.051,0.044999999999987494,0.03275109170304778,2024-02-26 00:00,False,OUTSIDE
CHFJPY,short,2024-02-12 00:00,2024-02-26 00:00,170.844,171.7,0.8559999999999945,171.516,171.7,D1,2024-02-28 00:00,2024-02-29 00:00,171.49,171.516,0.025999999999982037,0.030373831775680146,2024-04-22 00:00,False,OUTSIDE
CHFJPY,long,2024-03-25 00:00,2024-04-08 00:00,166.574,168.089,1.5149999999999864,166.574,167.23,D1,2024-04-10 00:00,2024-04-11 00:00,167.23,167.312,0.08200000000002206,0.05412541254126917,2024-04-22 00:00,False,OUTSIDE
CHFJPY,long,2024-03-25 00:00,2024-04-08 00:00,166.574,168.089,1.5149999999999864,166.574,167.23,D1,2024-04-12 00:00,2024-04-15 00:00,167.532,167.584,0.0519999999999925,0.03432343234322968,2024-04-22 00:00,False,OUTSIDE
AUDCHF,long,2024-01-15 00:00,2024-01-29 00:00,0.56185,0.56815,0.006300000000000083,0.56185,0.56394,D1,2024-02-08 00:00,2024-02-09 00:00,0.56676,0.56686,9.999999999998899e-05,0.015873015873013915,2024-07-29 00:00,False,OUTSIDE
AUDCHF,short,2024-03-25 00:00,2024-04-08 00:00,0.59356,0.59957,0.006010000000000071,0.59923,0.59957,D1,2024-04-11 00:00,2024-04-12 00:00,0.59542,0.59656,0.0011400000000000299,0.18968386023294784,2024-04-22 00:00,False,OUTSIDE
AUDJPY,long,2024-01-29 00:00,2024-02-12 00:00,95.502,97.39,1.8880000000000052,95.502,97.068,D1,2024-02-13 00:00,2024-02-14 00:00,97.068,97.16,0.09199999999999875,0.04872881355932124,2024-02-26 00:00,False,OUTSIDE
AUDJPY,short,2024-03-25 00:00,2024-04-08 00:00,99.764,100.811,1.0470000000000113,100.4,100.811,D1,2024-04-11 00:00,2024-04-12 00:00,100.242,100.243,0.000999999999990564,0.000955109837622305,2024-04-22 00:00,False,OUTSIDE
AUDJPY,long,2024-06-03 00:00,2024-06-17 00:00,102.616,104.122,1.5060000000000002,102.616,103.591,D1,2024-06-14 00:00,2024-06-17 00:00,103.591,103.643,0.05200000000000671,0.03452855245684376,2024-07-15 00:00,False,OUTSIDE
USDCHF,short,2024-02-12 00:00,2024-02-26 00:00,0.88108,0.8893,0.008220000000000005,0.8886,0.8893,D1,2024-03-04 00:00,2024-03-05 00:00,0.88642,0.88664,0.00021999999999999797,0.02676399026763964,2024-03-11 00:00,False,OUTSIDE
GBPUSD,long,2024-01-29 00:00,2024-02-12 00:00,1.25184,1.263,0.011159999999999837,1.25184,1.25354,D1,2024-02-14 00:00,2024-02-15 00:00,1.25354,1.2542,0.0006599999999998829,0.05913978494622693,2024-02-26 00:00,False,OUTSIDE
GBPUSD,long,2024-01-29 00:00,2024-02-12 00:00,1.25184,1.263,0.011159999999999837,1.25184,1.25354,D1,2024-02-19 00:00,2024-02-20 00:00,1.25792,1.25835,0.0004300000000001525,0.038530465949835016,2024-02-26 00:00,False,OUTSIDE
GBPNZD,short,2024-05-20 00:00,2024-06-03 00:00,2.0741,2.08974,0.015639999999999876,2.0861,2.08974,D1,2024-06-07 00:00,2024-06-10 00:00,2.08472,2.0861,0.0013800000000001589,0.08823529411765792,2024-06-17 00:00,False,OUTSIDE
AUDNZD,short,2024-03-25 00:00,2024-04-08 00:00,1.09418,1.09557,0.0013900000000000023,1.09516,1.09557,D1,2024-04-08 00:00,2024-04-09 00:00,1.09512,1.09516,3.999999999981796e-05,0.028776978417135175,2024-04-22 00:00,False,OUTSIDE
USDJPY,short,2024-02-12 00:00,2024-02-26 00:00,150.524,150.888,0.3640000000000043,150.846,150.888,D1,2024-03-04 00:00,2024-03-05 00:00,150.55,150.57,0.01999999999998181,0.05494505494500432,2024-03-11 00:00,False,OUTSIDE
EURGBP,short,2024-02-12 00:00,2024-02-26 00:00,0.85397,0.85782,0.00385000000000002,0.8576,0.85782,D1,2024-03-06 00:00,2024-03-07 00:00,0.85633,0.85634,9.99999999995449e-06,0.002597402597390763,2024-03-11 00:00,False,OUTSIDE
EURGBP,long,2024-03-25 00:00,2024-04-08 00:00,0.8521,0.85747,0.005369999999999986,0.8521,0.85302,D1,2024-04-18 00:00,2024-04-19 00:00,0.85512,0.85549,0.00036999999999998145,0.06890130353817177,2024-04-22 00:00,False,OUTSIDE
EURGBP,long,2024-06-03 00:00,2024-06-17 00:00,0.83974,0.8437,0.0039599999999999635,0.83974,0.843,D1,2024-06-25 00:00,2024-06-26 00:00,0.84309,0.84332,0.00022999999999995246,0.05808080808079661,2024-07-01 00:00,False,OUTSIDE
EURUSD,short,2024-07-01 00:00,2024-07-15 00:00,1.08854,1.09482,0.006279999999999841,1.09114,1.09482,D1,2024-07-22 00:00,2024-07-23 00:00,1.08968,1.0903,0.0006200000000000649,0.09872611464969437,2024-07-29 00:00,False,OUTSIDE
CADCHF,short,2024-02-12 00:00,2024-02-26 00:00,0.65227,0.65594,0.003669999999999951,0.65396,0.65594,D1,2024-03-06 00:00,2024-03-07 00:00,0.65293,0.65318,0.00024999999999997247,0.06811989100816779,2024-03-11 00:00,False,OUTSIDE
CADCHF,long,2024-02-26 00:00,2024-03-11 00:00,0.64628,0.65096,0.0046800000000000175,0.64628,0.64919,D1,2024-03-12 00:00,2024-03-13 00:00,0.64919,0.64998,0.0007899999999999574,0.16880341880340907,2024-06-03 00:00,False,OUTSIDE
CADCHF,short,2024-03-25 00:00,2024-04-08 00:00,0.66385,0.67216,0.008309999999999929,0.6685,0.67216,D1,2024-04-10 00:00,2024-04-11 00:00,0.66836,0.6685,0.000140000000000029,0.016847172081832756,2024-04-22 00:00,False,OUTSIDE
GBPAUD,long,2024-02-12 00:00,2024-02-26 00:00,1.91926,1.9304,0.011139999999999928,1.91926,1.92771,D1,2024-03-07 00:00,2024-03-08 00:00,1.92771,1.92921,0.0015000000000000568,0.13464991023339914,2024-03-11 00:00,False,OUTSIDE
GBPAUD,short,2024-02-26 00:00,2024-03-11 00:00,1.9406,1.95706,0.01645999999999992,1.95078,1.95706,D1,2024-03-19 00:00,2024-03-20 00:00,1.95006,1.95078,0.0007200000000000539,0.04374240583232427,2024-03-25 00:00,False,OUTSIDE
GBPAUD,long,2024-03-25 00:00,2024-04-08 00:00,1.91144,1.92085,0.009409999999999918,1.91144,1.91338,D1,2024-04-11 00:00,2024-04-12 00:00,1.91866,1.91902,0.00035999999999991594,0.038257173219970145,2024-04-22 00:00,False,OUTSIDE
GBPAUD,short,2024-04-08 00:00,2024-04-22 00:00,1.92746,1.94824,0.02078000000000002,1.93108,1.94824,D1,2024-04-30 00:00,2024-05-01 00:00,1.93014,1.93108,0.0009399999999999409,0.045235803657359956,2024-06-03 00:00,False,OUTSIDE
GBPAUD,short,2024-06-03 00:00,2024-06-17 00:00,1.91782,1.9353,0.01747999999999994,1.92378,1.9353,D1,2024-06-17 00:00,2024-06-18 00:00,1.92346,1.92378,0.000320000000000098,0.018306636155612076,2024-07-15 00:00,False,OUTSIDE
